codigo_cliente;codigo_camion;fecha_entrega;producto;cantidad
78937;ZT4;46100;PAC PI 620 X12 ;7
79173;ZT4;46100;PAC CAN X12 440;5
79173;ZT4;46100;PEP C 2 X6     ;1
79173;ZT4;46100;PAC PI 620 X12 ;1
79633;ZT4;46100;PAC CAN X12 440;2
79633;ZT4;46100;SERV BEES FLEX ;1
92192;ZT4;46100;HUA PI 620 X12 ;1
92192;ZT4;46100;PEP C 3 X6     ;1
690500;ZT4;46100;PEP C 1 X12    ;2
690500;ZT4;46100;PEP BLA X6 3L  ;2
690500;ZT4;46100;PAC CAN X12 440;6
690500;ZT4;46100;BOC CAN X12 440;2
690500;ZT4;46100;MAL CAN X12 440;1
690714;ZT4;46100;PEP C 1 X12    ;1
690714;ZT4;46100;PEP C 2 X6     ;1
690714;ZT4;46100;GOL CAN X12 440;1
690714;ZT4;46100;PEP C 250 X12  ;1
690714;ZT4;46100;GOL CAN X12 440;1
800700;ZT4;46100;SKOL G X6 300CC;20
800700;ZT4;46100;HUA OW X24 300 ;5
809513;ZT4;46100;PEP C 3 X6     ;4
822668;ZT4;46100;PEP C 3 X6     ;2
822668;ZT4;46100;BOC CAN X12 440;1
822668;ZT4;46100;MAL CAN X12 440;1
822668;ZT4;46100;HUA CAN X12 269;2
822673;ZT4;46100;PEP C 3 X6     ;1
822673;ZT4;46100;PEP BLA X6 3L  ;1
822673;ZT4;46100;PAC CAN X12 440;2
832499;ZT4;46100;PILSE HUAR X12 ;9
873824;ZT4;46100;HUA CAN X12 269;2
873824;ZT4;46100;COR EXT X24 330;1
873824;ZT4;46100;HUA PI 620 X12 ;1
873824;ZT4;46100;ANT G 2 X6     ;2
873824;ZT4;46100;7UP LIM 1LX12SF;2
873824;ZT4;46100;PAC PI 620 X12 ;1
873824;ZT4;46100;ANT 3000 PET X6;1
873824;ZT4;46100;PEP BLA X12 500;2
873824;ZT4;46100;PAC CAN X12 440;2
873824;ZT4;46100;HUA OW X24 300 ;1
879678;ZT4;46100;HUA PI 620 X12 ;2
879678;ZT4;46100;BOC CAN X12 440;2
879678;ZT4;46100;SKGOLD269X12 BO;1
879678;ZT4;46100;PAC PI 620 X12 ;1
882658;ZT4;46100;PEP C 3 X6     ;1
882658;ZT4;46100;SEV L 2L X6S   ;1
891246;ZT4;46100;HUA OW X24 300 ;2
891538;ZT4;46100;PEP C 3 X6     ;1
891538;ZT4;46100;PEP BLA X6 3L  ;1
891538;ZT4;46100;PAC CAN X12 440;2
892184;ZT4;46100;PAC CAN X12 440;20
892184;ZT4;46100;BOC CAN X12 440;2
895516;ZT4;46100;PAC PI 620 X12 ;11
902553;ZT4;46100;HUA PI 620 X12 ;1
902553;ZT4;46100;PAC CAN X12 440;2
902553;ZT4;46100;HUA CAN X12 269;2
905452;ZT4;46100;HUA PI 620 X12 ;3
909060;ZT4;46100;PAC CAN X12 440;2
909060;ZT4;46100;BOC CAN X12 440;1
915245;ZT4;46100;PEP C 2 X6     ;2
915245;ZT4;46100;PEP C 3 X6     ;3
915245;ZT4;46100;GOL CAN X12 440;2
915245;ZT4;46100;ROC BER 300    ;1
916311;ZT4;46100;PAC PI 620 X12 ;1
916311;ZT4;46100;HUA OW X24 300 ;1
916383;ZT4;46100;PEP BLA 2L X6  ;1
922616;ZT4;46100;HUA PI 620 X12 ;5
38345;Z55;46100;PEP C 1 X12    ;2
38345;Z55;46100;PEP C 2 X6     ;1
38345;Z55;46100;PEP C 3 X6     ;2
38345;Z55;46100;PEP C 250 X12  ;1
38345;Z55;46100;PAC CAN X12 440;1
38345;Z55;46100;BOC CAN X12 440;2
39355;Z55;46100;HUA PI 620 X12 ;15
39355;Z55;46100;PAC PI 620 X12 ;10
39355;Z55;46100;PAC CAN X12 440;10
39355;Z55;46100;MAL CAN X12 440;1
39355;Z55;46100;HUA PI 620 X12 ;3
39355;Z55;46100;HUA PI 620 X12 ;10
39779;Z55;46100;ANT G 2 X6     ;3
39779;Z55;46100;PEP C 2 X6     ;6
40046;Z55;46100;HUA PI 620 X12 ;20
40046;Z55;46100;MAL CAN X12 440;1
42015;Z55;46100;PEP C 3 X6     ;1
42015;Z55;46100;PEP BLA X6 3L  ;1
42096;Z55;46100;PAC PI 620 X12 ;7
42096;Z55;46100;PAC CAN X12 440;2
42790;Z55;46100;PEP C 3 X6     ;1
42791;Z55;46100;PEP BLA X6 3L  ;3
42791;Z55;46100;PEP BLA X6 3L  ;2
48935;Z55;46100;HUA PI 620 X12 ;5
48935;Z55;46100;PEP C 3 X6     ;2
48935;Z55;46100;PAC PI 620 X12 ;10
48935;Z55;46100;PAC CAN X12 440;2
48935;Z55;46100;BOC CAN X12 440;1
75611;Z55;46100;HUA PI 620 X12 ;5
75611;Z55;46100;PEP C 3 X6     ;2
75611;Z55;46100;PAC PI 620 X12 ;7
75611;Z55;46100;HUA CAN X12 269;2
76055;Z55;46100;PAC CAN X12 440;5
76055;Z55;46100;PAC PI 620 X12 ;2
86246;Z55;46100;PEP C 2 X6     ;2
86246;Z55;46100;PEP C 3 X6     ;1
86246;Z55;46100;HUA PI 620 X12 ;1
90967;Z55;46100;HUA PI 620 X12 ;0,08
90967;Z55;46100;HUA PI 620 X12 ;5
90967;Z55;46100;PAC CAN X12 440;1
90967;Z55;46100;PEP BLA X6 3L  ;1
92791;Z55;46100;HUA PI 620 X12 ;10
98442;Z55;46100;CAJA PLASTICA C;1
98442;Z55;46100;BOT RT X24 235 ;0,79
98442;Z55;46100;PEP C 3 X6     ;3
676674;Z55;46100;PEP C 2 X6     ;1
676674;Z55;46100;PEP C 3 X6     ;1
676674;Z55;46100;PEP C 250 X12  ;1
690300;Z55;46100;PEP C 3 X6     ;1
690300;Z55;46100;PAC PI 620 X12 ;1
690300;Z55;46100;PEP C 250 X12  ;1
690571;Z55;46100;ROC BER 300    ;1
690571;Z55;46100;PEP C 1 X12    ;1
690571;Z55;46100;PEP C 3 X6     ;2
690571;Z55;46100;SEV L 2L X6S   ;1
690571;Z55;46100;PEP C 250 X12  ;1
690571;Z55;46100;PEP BLA X6 3L  ;1
690571;Z55;46100;GAT MORA X6 400;1
690571;Z55;46100;PAC CAN X12 440;5
690571;Z55;46100;ROCK 300 ENE   ;1
691378;Z55;46100;PEP C 3 X6     ;3
834918;Z55;46100;HUA CAN X12 269;1
834918;Z55;46100;GOL CAN X12 440;6
834918;Z55;46100;PAC 235 EVE NE ;3
834918;Z55;46100;COR EXT X24 330;1
834918;Z55;46100;ROCK 300 ENE   ;1
834918;Z55;46100;ROC BER 300    ;1
834918;Z55;46100;HUA PI 620 X12 ;1
834918;Z55;46100;ANT G 500 X12  ;1
834918;Z55;46100;ANT G 2 X6     ;1
834918;Z55;46100;PEP C 500 X12  ;1
834918;Z55;46100;PEP C 1 X12    ;1
834918;Z55;46100;PEP C 2 X6     ;1
834918;Z55;46100;SEV L 2L X6S   ;1
834918;Z55;46100;PAC PI 620 X12 ;1
834918;Z55;46100;ANT 3000 PET X6;1
834918;Z55;46100;PEP C 250 X12  ;1
834918;Z55;46100;PEP BLA X6 3L  ;1
834918;Z55;46100;PEP BLA X12 1L ;1
834918;Z55;46100;PEP BLA X12 500;1
834918;Z55;46100;PEP BLA 2L X6  ;1
834918;Z55;46100;PAC CAN X12 440;5
834918;Z55;46100;BOC CAN X12 440;2
865328;Z55;46100;PAC CAN X12 440;50
865328;Z55;46100;HUA CAN X12 269;8
869398;Z55;46100;HUA PI 620 X12 ;4
869398;Z55;46100;PAC PI 620 X12 ;1
873074;Z55;46100;PAC 235 EVE NE ;7
886112;Z55;46100;PEP C 3 X6     ;1
888241;Z55;46100;PEP C 2 X6     ;1
888241;Z55;46100;PAC PI 620 X12 ;1
888241;Z55;46100;PAC CAN X12 440;1
893942;Z55;46100;HUA PI 620 X12 ;1
893942;Z55;46100;PEP C 3 X6     ;1
893942;Z55;46100;PAC PI 620 X12 ;3
900268;Z55;46100;PAC PI 620 X12 ;2
905431;Z55;46100;PEP C 500 X12  ;0,83
905431;Z55;46100;BUD OW X24 330 ;3,95
905431;Z55;46100;BOC CAN X12 440;0,33
905431;Z55;46100;HUA CAN X12 269;0,33
905431;Z55;46100;GOL CAN X12 440;0,33
905431;Z55;46100;PAC X12 269 EVE;0,33
905431;Z55;46100;PAC CAN X12 440;1,25
905431;Z55;46100;SEV L 3L X6SF  ;4,66
905431;Z55;46100;PAC X12 330 EVE;3,33
905431;Z55;46100;HUA OW X24 300 ;0,04
905431;Z55;46100;HUA CAN X12 269;12
905431;Z55;46100;PAC 235 EVE NE ;7,75
905431;Z55;46100;PAC X12 330 EVE;32
905432;Z55;46100;PEP C 2 X6     ;1
905432;Z55;46100;PAC CAN X12 440;3
907221;Z55;46100;PAC PI 620 X12 ;5
909280;Z55;46100;PAC PI 620 X12 ;3
909280;Z55;46100;PAC CAN X12 440;2
914089;Z55;46100;HUA PI 620 X12 ;20
914089;Z55;46100;HUA PI 620 X12 ;10
915501;Z55;46100;PEP C 3 X6     ;2
915501;Z55;46100;SEV L 3L X6SF  ;1
916478;Z55;46100;PEP C 3 X6     ;2
916478;Z55;46100;SEV L 3L X6SF  ;1
916478;Z55;46100;PAC PI 620 X12 ;3
916478;Z55;46100;PEP C 250 X12  ;1
916478;Z55;46100;PEP BLA X6 3L  ;1
916478;Z55;46100;PAC CAN X12 440;3
916478;Z55;46100;BOC CAN X12 440;2
916478;Z55;46100;MAL CAN X12 440;1
921933;Z55;46100;PAC PI 620 X12 ;2
921933;Z55;46100;PAC CAN X12 440;5
924534;Z55;46100;PEP C 2 X6     ;1
924534;Z55;46100;PEP C 3 X6     ;2
924534;Z55;46100;PAC X12 330 EVE;2
