codigo_cliente;codigo_camion;fecha_entrega;producto;cantidad
97465;UM1;46100;PEP C 250 X12  ;1
97465;UM1;46100;GOL CAN X12 440;2
99255;UM1;46100;HUA PI 620 X12 ;1
99255;UM1;46100;PAC PI 620 X12 ;4
99255;UM1;46100;PAC CAN X12 440;2
99255;UM1;46100;HUA PI 620 X12 ;1
106504;UM1;46100;PAC PI 620 X12 ;7
106504;UM1;46100;PAC CAN X12 440;6
677911;UM1;46100;HUA PI 620 X12 ;1
677911;UM1;46100;PEP C 3 X6     ;1
677975;UM1;46100;HUA PI 620 X12 ;2
677975;UM1;46100;PEP C 3 X6     ;1
677975;UM1;46100;PAC PI 620 X12 ;1
677975;UM1;46100;PAC 235 EVE NE ;1
678065;UM1;46100;PEP C 250 X12  ;10
678072;UM1;46100;PAC CAN X12 440;10
678142;UM1;46100;PEP C 3 X6     ;1
678142;UM1;46100;PEP C 250 X12  ;1
678142;UM1;46100;GOL CAN X12 440;1
678142;UM1;46100;PEP C 3 X6     ;1
678142;UM1;46100;ORIM PAP 3L PET;1
851739;UM1;46100;PEP C 1 X12    ;1
851739;UM1;46100;BOC CAN X12 440;1
851739;UM1;46100;GOL CAN X12 440;1
851739;UM1;46100;HUA PI 620 X12 ;1
873922;UM1;46100;BOT. 620 CC.   ;20
873922;UM1;46100;CJA.PACE?A 620 ;20
873922;UM1;46100;CAJA PLASTICA C;20
875391;UM1;46100;ORIM PAP 3L PET;2
875391;UM1;46100;PAC PI 620 X12 ;6
892304;UM1;46100;HUA PI 620 X12 ;3
892304;UM1;46100;PAC CAN X12 440;3
892304;UM1;46100;BOC CAN X12 440;2
892304;UM1;46100;MAL CAN X12 440;1
893989;UM1;46100;PEP C 3 X6     ;1
893989;UM1;46100;PAC PI 620 X12 ;1
893989;UM1;46100;PAC CAN X12 440;1
893989;UM1;46100;MAL CAN X12 440;1
894200;UM1;46100;PEP C 1 X12    ;1
894200;UM1;46100;PEP C 2 X6     ;4
894200;UM1;46100;PEP C 3 X6     ;1
894200;UM1;46100;PEP C 250 X12  ;1
894200;UM1;46100;PAC CAN X12 440;1
894200;UM1;46100;GOL CAN X12 440;1
896437;UM1;46100;PAC CAN X12 440;0,08
900896;UM1;46100;HUA PI 620 X12 ;5
900896;UM1;46100;PAC PI 620 X12 ;5
900896;UM1;46100;PAC CAN X12 440;2
900896;UM1;46100;BOC CAN X12 440;1
900896;UM1;46100;GOL CAN X12 440;1
902172;UM1;46100;PAC PI 620 X12 ;7
906896;UM1;46100;HUA PI 620 X12 ;3
906896;UM1;46100;PEP C 2 X6     ;1
906896;UM1;46100;PAC PI 620 X12 ;2
906896;UM1;46100;HUA PI 620 X12 ;1
911866;UM1;46100;HUA OW X24 300 ;3
913674;UM1;46100;PAC CAN X12 440;6
917610;UM1;46100;PEP C 3 X6     ;3
917610;UM1;46100;PAC CAN X12 440;10
917610;UM1;46100;MAL CAN X12 440;1
925177;UM1;46100;PAC PI 620 X12 ;3
927119;UM1;46100;GOL CAN X12 440;1
927119;UM1;46100;HUA PI 620 X12 ;1
927119;UM1;46100;PEP C 3 X6     ;2
927119;UM1;46100;ORIM PAP 3L PET;1
927119;UM1;46100;AGU 500 PT X12 ;1
927119;UM1;46100;GOL CAN X12 440;1
927147;UM1;46100;PEP C 250 X12  ;1
927147;UM1;46100;PAC CAN X12 440;2
927147;UM1;46100;HUA CAN X12 269;1
41631;UN4;46100;PEP C 2 X6     ;1
41631;UN4;46100;SEV L 2L X6S   ;1
41631;UN4;46100;HUA CAN X12 440;2
42548;UN4;46100;HUA PI 620 X12 ;2
42548;UN4;46100;PEP C 3 X6     ;3
42548;UN4;46100;SEV L 3L X6SF  ;1
42548;UN4;46100;PEP BLA X6 3L  ;2
42548;UN4;46100;PAC CAN X12 440;6
42548;UN4;46100;BOC CAN X12 440;2
66070;UN4;46100;PAC CAN X12 440;5
83322;UN4;46100;PAC CAN X12 440;5
83322;UN4;46100;BOC CAN X12 440;2
83322;UN4;46100;HUA CAN X12 269;1
619060;UN4;46100;PEP BLA 2L X6  ;1
619060;UN4;46100;PEP C 2 X6     ;2
619060;UN4;46100;SEV L 2L X6S   ;1
619060;UN4;46100;PEP BLA 2L X6  ;6
619060;UN4;46100;GAT MORA X6 400;20
621648;UN4;46100;PAC 235 EVE NE ;1
690386;UN4;46100;BOC CAN X12 440;2
690386;UN4;46100;GOL CAN X12 440;4
691505;UN4;46100;HUA PI 620 X12 ;5
691505;UN4;46100;BOC CAN X12 440;2
691554;UN4;46100;PEP C 2 X6     ;12
691554;UN4;46100;SEV L 2L X6S   ;2
691554;UN4;46100;BOC CAN X12 440;2
692863;UN4;46100;PEP C 3 X6     ;1
692863;UN4;46100;SEV L 2L X6S   ;1
692863;UN4;46100;PEP BLA X6 3L  ;2
692863;UN4;46100;PEP BLA 2L X6  ;1
822271;UN4;46100;PEP BLA X6 3L  ;2
822271;UN4;46100;ROCK 300 ENE   ;1
833301;UN4;46100;HUA OW X24 300 ;1
834927;UN4;46100;HUA PI 620 X12 ;8
834927;UN4;46100;GOL CAN X12 440;4
866603;UN4;46100;COR EXT X24 330;2
867008;UN4;46100;HUA OW X24 300 ;4
867011;UN4;46100;HUA OW X24 300 ;1
867011;UN4;46100;PAC X12 269 EVE;5
867011;UN4;46100;HUA OW X24 300 ;2
869751;UN4;46100;BUD OW X24 330 ;1
869751;UN4;46100;SA 4X6 LN 330  ;1
869751;UN4;46100;GAT MORA X6 400;1
872867;UN4;46100;HUA OW X24 300 ;5
876873;UN4;46100;HUA OW X24 300 ;2
895629;UN4;46100;PEP BLA X12 1L ;1
895629;UN4;46100;PAC CAN X12 440;2
895629;UN4;46100;BOC CAN X12 440;2
895629;UN4;46100;ROC BER 300    ;1
897160;UN4;46100;PEP C 2 X6     ;1
897160;UN4;46100;PEP BLA X6 3L  ;2
897160;UN4;46100;GOL CAN X12 440;1
897160;UN4;46100;PEP C 1 X12    ;1
897160;UN4;46100;PEP C 3 X6     ;1
898043;UN4;46100;HUA CAN X12 269;4
898043;UN4;46100;PAC X12 269 EVE;1
898834;UN4;46100;SEV L 3L X6SF  ;0,16
899859;UN4;46100;HUA PI 620 X12 ;2
899859;UN4;46100;PEP C 1 X12    ;1
899859;UN4;46100;PAC CAN X12 440;1
899859;UN4;46100;GOL CAN X12 440;1
901307;UN4;46100;PEP C 3 X6     ;1
901307;UN4;46100;PEP C 250 X12  ;1
901307;UN4;46100;PEP BLA X6 3L  ;1
901307;UN4;46100;PAC CAN X12 440;1
901307;UN4;46100;BOC CAN X12 440;1
905400;UN4;46100;HUA OW X24 300 ;1
909022;UN4;46100;SKOL G X6 300CC;2
911093;UN4;46100;ANT G 2 X6     ;2
911976;UN4;46100;HUA OW X24 300 ;2
913592;UN4;46100;ANT G 2 X6     ;1
913592;UN4;46100;PEP C 3 X6     ;1
913592;UN4;46100;SEV L 3L X6SF  ;1
913592;UN4;46100;SEV L 2L X6S   ;1
913592;UN4;46100;PEP BLA X6 3L  ;1
913592;UN4;46100;BOC CAN X12 440;2
913592;UN4;46100;HUA CAN X12 440;2
913594;UN4;46100;PAC CAN X12 440;5
913594;UN4;46100;HUA PI 620 X12 ;1
913594;UN4;46100;PEP C 1 X12    ;1
913594;UN4;46100;SEV L 2L X6S   ;1
913594;UN4;46100;PAC PI 620 X12 ;2
913594;UN4;46100;PEP BLA X6 3L  ;1
913594;UN4;46100;PEP BLA X12 1L ;1
913594;UN4;46100;GATO FR X6 400 ;1
913594;UN4;46100;PEP BLA 2L X6  ;1
921624;UN4;46100;HUA OW X24 300 ;1
925325;UN4;46100;HUA OW X24 300 ;4
927902;UN4;46100;PAC CAN X12 440;1
46218;UN8;46100;PEP C 3 X6     ;1
46218;UN8;46100;PEP C 250 X12  ;2
46218;UN8;46100;PAC CAN X12 440;1
49706;UN8;46100;PEP C 3 X6     ;1
49706;UN8;46100;PEP C 250 X12  ;1
49706;UN8;46100;PEP BLA X6 3L  ;1
49706;UN8;46100;PAC PI 620 X12 ;2
49706;UN8;46100;PAC CAN X12 440;1
49706;UN8;46100;BOC CAN X12 440;1
61369;UN8;46100;PAC CAN X12 440;5
61369;UN8;46100;PAC CAN X12 440;1
61371;UN8;46100;PEP C 3 X6     ;1
61371;UN8;46100;HUA PI 620 X12 ;1
68487;UN8;46100;PAC PI 620 X12 ;10
69400;UN8;46100;PAC CAN X12 440;5
69400;UN8;46100;HUA MIE X24 300;1
70594;UN8;46100;PEP C 3 X6     ;2
70594;UN8;46100;SEV L 3L X6SF  ;1
70594;UN8;46100;PEP BLA X6 3L  ;1
70594;UN8;46100;BOC CAN X12 440;1
72008;UN8;46100;PEP C 3 X6     ;2
72008;UN8;46100;MAL CAN X12 440;1
72297;UN8;46100;MAL CAN X12 440;1
98257;UN8;46100;PEP C 1 X12    ;1
98257;UN8;46100;PEP C 3 X6     ;2
98257;UN8;46100;MAL CAN X12 440;1
143845;UN8;46100;PEP C 3 X6     ;2
143845;UN8;46100;PEP C 250 X12  ;1
143845;UN8;46100;MAL CAN X12 440;1
809634;UN8;46100;PAC PI 620 X12 ;3
809662;UN8;46100;HUA PI 620 X12 ;1
809662;UN8;46100;PEP C 3 X6     ;1
809662;UN8;46100;PAC PI 620 X12 ;2
809662;UN8;46100;MAL CAN X12 440;1
813375;UN8;46100;GOL CAN X12 440;1
813375;UN8;46100;HUA CAN X12 440;5
816340;UN8;46100;PEP C 1 X12    ;1
816340;UN8;46100;PEP C 3 X6     ;2
816340;UN8;46100;PAC PI 620 X12 ;2
816340;UN8;46100;PEP BLA X6 3L  ;1
816340;UN8;46100;ROCK 300 ENE   ;2
816342;UN8;46100;PEP C 3 X6     ;1
816342;UN8;46100;PAC PI 620 X12 ;1
816357;UN8;46100;PAC CAN X12 440;1
816357;UN8;46100;PEP C 3 X6     ;1
816360;UN8;46100;PAC PI 620 X12 ;7
816363;UN8;46100;PEP C 3 X6     ;1
816363;UN8;46100;PAC CAN X12 440;1
816919;UN8;46100;HUA PI 620 X12 ;2
816919;UN8;46100;PAC PI 620 X12 ;2
816919;UN8;46100;PAC 235 EVE NE ;1
816919;UN8;46100;PEP C 3 X6     ;3
816919;UN8;46100;MAL CAN X12 440;1
822995;UN8;46100;PEP BLA X6 3L  ;1
822995;UN8;46100;PAC CAN X12 440;1
823011;UN8;46100;PEP C 1 X12    ;2
823011;UN8;46100;PEP C 3 X6     ;6
835771;UN8;46100;AGU 500 PT X12 ;1
835771;UN8;46100;MAL CAN X12 440;1
875718;UN8;46100;HUA PI 620 X12 ;5
875718;UN8;46100;PAC PI 620 X12 ;4
894718;UN8;46100;PAC PI 620 X12 ;1
899065;UN8;46100;HUA PI 620 X12 ;5
899065;UN8;46100;PEP C 3 X6     ;1
901045;UN8;46100;PEP C 1 X12    ;1
901045;UN8;46100;PEP C 2 X6     ;1
901045;UN8;46100;PAC CAN X12 440;5
910973;UN8;46100;PAC PI 620 X12 ;3
912748;UN8;46100;HUA PI 620 X12 ;10
914055;UN8;46100;MAL M 620 X12  ;1
926823;UN8;46100;HUA PI 620 X12 ;1
926823;UN8;46100;HUA PI 620 X12 ;1
926823;UN8;46100;PEP C 2 X6     ;1
926823;UN8;46100;AGUA 2000 PT X6;1
928150;UN8;46100;PEP C 3 X6     ;4
39151;XR1;46100;HUA PI 620 X12 ;3
41351;XR1;46100;PEP C 3 X6     ;1
41351;XR1;46100;BOC CAN X12 440;1
41351;XR1;46100;MAL CAN X12 440;1
41351;XR1;46100;GOL CAN X12 440;1
43591;XR1;46100;HUA PI 620 X12 ;6
43591;XR1;46100;PAC PI 620 X12 ;2
43591;XR1;46100;PAC CAN X12 440;5
43591;XR1;46100;PEP BLA X6 3L  ;1
48991;XR1;46100;MAL M 620 X12  ;1
48991;XR1;46100;PAC CAN X12 440;5
48991;XR1;46100;MAL CAN X12 440;1
48991;XR1;46100;PEP C 2 X6     ;4
69584;XR1;46100;HUA PI 620 X12 ;5
69584;XR1;46100;PAC PI 620 X12 ;2
83400;XR1;46100;PEP C 2 X6     ;1
83400;XR1;46100;PEP C 3 X6     ;2
83400;XR1;46100;PEP BLA X6 3L  ;2
83400;XR1;46100;HUA PI 620 X12 ;4
85399;XR1;46100;PEP C 2 X6     ;1
85399;XR1;46100;PAC CAN X12 440;1
85402;XR1;46100;HUA PI 620 X12 ;5
85402;XR1;46100;PEP C 2 X6     ;1
85402;XR1;46100;PEP C 3 X6     ;3
85402;XR1;46100;PAC PI 620 X12 ;3
93961;XR1;46100;PEP C 3 X6     ;3
93961;XR1;46100;MAL CAN X12 440;1
96405;XR1;46100;PEP C 3 X6     ;5
96405;XR1;46100;PEP BLA X6 3L  ;10
100675;XR1;46100;HUA PI 620 X12 ;5
100687;XR1;46100;MAL CAN X12 440;1
103926;XR1;46100;HUA PI 620 X12 ;60
104123;XR1;46100;HUA PI 620 X12 ;10
104123;XR1;46100;PAC PI 620 X12 ;20
104123;XR1;46100;SERV BEES FLEX ;1
104123;XR1;46100;PAC PI 620 X12 ;10
106795;XR1;46100;HUA PI 620 X12 ;3
106795;XR1;46100;PAC PI 620 X12 ;1
808819;XR1;46100;PAC X12 330 EVE;40
809954;XR1;46100;HUA PI 620 X12 ;2
809954;XR1;46100;PEP C 3 X6     ;1
809954;XR1;46100;PAC PI 620 X12 ;2
809954;XR1;46100;PEP C 250 X12  ;1
809978;XR1;46100;GOL CAN X12 440;1
809978;XR1;46100;HUA PI 620 X12 ;2
809998;XR1;46100;PEP C 2 X6     ;1
809998;XR1;46100;PEP C 3 X6     ;1
809998;XR1;46100;PAC PI 620 X12 ;1
810524;XR1;46100;PEP C 3 X6     ;1
810524;XR1;46100;PAC CAN X12 440;1
810558;XR1;46100;HUA PI 620 X12 ;5
810558;XR1;46100;PEP C 1 X12    ;1
810558;XR1;46100;PEP C 3 X6     ;3
810558;XR1;46100;PEP C 250 X12  ;3
810977;XR1;46100;HUA PI 620 X12 ;4
810977;XR1;46100;PAC PI 620 X12 ;3
810977;XR1;46100;MAL CAN X12 440;1
810977;XR1;46100;PEP C 2 X6     ;2
810977;XR1;46100;PEP C 3 X6     ;3
810977;XR1;46100;PEP C 250 X12  ;5
810977;XR1;46100;GOL CAN X12 440;2
811172;XR1;46100;PEP C 3 X6     ;1
812936;XR1;46100;MAL M 620 X12  ;1
812936;XR1;46100;MAL CAN X12 440;1
812936;XR1;46100;GOL CAN X12 440;1
812936;XR1;46100;PEP C 2 X6     ;1
812936;XR1;46100;PEP BLA X6 3L  ;1
812936;XR1;46100;GOL CAN X12 440;1
812936;XR1;46100;PEP C 2 X6     ;1
812936;XR1;46100;PAC CAN X12 440;1
812936;XR1;46100;GOL CAN X12 440;1
812939;XR1;46100;PEP C 3 X6     ;4
812939;XR1;46100;PAC CAN X12 440;5
812939;XR1;46100;HUA CAN X12 440;4
812939;XR1;46100;GOL CAN X12 440;4
812940;XR1;46100;BOC CAN X12 440;1
812940;XR1;46100;HUA PI 620 X12 ;1
812940;XR1;46100;PEP C 2 X6     ;3
812940;XR1;46100;PEP C 3 X6     ;2
812940;XR1;46100;ORIM PAP 3L PET;1
812940;XR1;46100;PEP C 250 X12  ;1
812940;XR1;46100;PEP BLA X6 3L  ;2
812940;XR1;46100;PEP BLA 2L X6  ;2
812940;XR1;46100;PAC CAN X12 440;2
813195;XR1;46100;PEP C 2 X6     ;3
813331;XR1;46100;HUA PI 620 X12 ;5
824234;XR1;46100;PEP C 2 X6     ;2
824234;XR1;46100;SEV L 2L X6S   ;1
832798;XR1;46100;PEP C 1 X12    ;2
832798;XR1;46100;PEP C 2 X6     ;2
832798;XR1;46100;PEP C 3 X6     ;1
832798;XR1;46100;PEP C 250 X12  ;2
839783;XR1;46100;MAL M 620 X12  ;1
839783;XR1;46100;PEP C 3 X6     ;25
839783;XR1;46100;SEV L 3L X6SF  ;25
849559;XR1;46100;PEP C 3 X6     ;1
849559;XR1;46100;PEP C 250 X12  ;1
869048;XR1;46100;HUA PI 620 X12 ;20
869048;XR1;46100;PAC PI 620 X12 ;25
880914;XR1;46100;PAC PI 620 X12 ;5
880914;XR1;46100;PAC CAN X12 440;1
880914;XR1;46100;BOC CAN X12 440;1
880914;XR1;46100;HUA CAN X12 269;1
886532;XR1;46100;HUA PI 620 X12 ;10
892059;XR1;46100;HUA PI 620 X12 ;3
892059;XR1;46100;PAC PI 620 X12 ;2
892059;XR1;46100;PAC CAN X12 440;1
892510;XR1;46100;HUA PI 620 X12 ;10
896553;XR1;46100;HUA PI 620 X12 ;5
896553;XR1;46100;PEP C 2 X6     ;1
896553;XR1;46100;SEV L 2L X6S   ;1
896553;XR1;46100;PEP BLA 2L X6  ;1
899298;XR1;46100;HUA PI 620 X12 ;5
899298;XR1;46100;HUA PI 620 X12 ;5
899298;XR1;46100;PAC PI 620 X12 ;3
899298;XR1;46100;PAC CAN X12 440;1
906995;XR1;46100;SEV L 3L X6SF  ;2
906995;XR1;46100;PAC PI 620 X12 ;7
906995;XR1;46100;PAC CAN X12 440;5
911162;XR1;46100;MAL CAN X12 440;1
911162;XR1;46100;PAC X12 330 EVE;3
911162;XR1;46100;COR EXT X24 330;1
911162;XR1;46100;SKGOLD269X12 BO;1
911162;XR1;46100;PAC X12 269 EVE;3
911162;XR1;46100;ROC BER 300    ;2
911162;XR1;46100;MAL M 620 X12  ;1
911162;XR1;46100;ANT G 500 X12  ;1
911162;XR1;46100;PEP C 500 X12  ;1
911162;XR1;46100;PEP C 1 X12    ;1
911162;XR1;46100;PEP C 2 X6     ;1
911162;XR1;46100;SEV L 2L X6S   ;1
911162;XR1;46100;SEV L 500CC    ;1
911162;XR1;46100;AGUA 2000 PT X6;2
911162;XR1;46100;PEP C 250 X12  ;10
911162;XR1;46100;ORI POM 3L X6  ;1
911162;XR1;46100;SKOL G X6 300CC;1
911162;XR1;46100;PEP BLA X6 3L  ;3
911162;XR1;46100;PEP BLA X12 1L ;1
911162;XR1;46100;PEP BLA X12 500;1
911162;XR1;46100;PAC CAN X12 440;4
911162;XR1;46100;HUA OW X24 300 ;1
911162;XR1;46100;PAC X12 330 EVE;5
911162;XR1;46100;PEP C 1 X12    ;1
911162;XR1;46100;PEP C 250 X12  ;2
912040;XR1;46100;PEP C 2 X6     ;3
912040;XR1;46100;PAC PI 620 X12 ;1
912040;XR1;46100;HUA CAN X12 269;1
917615;XR1;46100;HUA PI 620 X12 ;5
917615;XR1;46100;PAC PI 620 X12 ;7
917615;XR1;46100;PAC CAN X12 440;5
917815;XR1;46100;PEP C 2 X6     ;3
917815;XR1;46100;BOC CAN X12 440;2
917815;XR1;46100;MAL CAN X12 440;1
917815;XR1;46100;HUA CAN X12 269;1
39920;ZT0;46100;HUA PI 620 X12 ;10
39920;ZT0;46100;PEP BLA X6 3L  ;4
40887;ZT0;46100;PEP C 3 X6     ;1
40887;ZT0;46100;MAL CAN X12 440;1
68286;ZT0;46100;PAC PI 620 X12 ;7
74686;ZT0;46100;PAC PI 620 X12 ;10
78909;ZT0;46100;PEP C 3 X6     ;2
78909;ZT0;46100;SERV BEES FLEX ;1
84989;ZT0;46100;PEP C 1 X12    ;1
84989;ZT0;46100;PEP C 3 X6     ;1
84989;ZT0;46100;SEV L 3L X6SF  ;1
84989;ZT0;46100;PEP C 250 X12  ;1
84989;ZT0;46100;PEP BLA X6 3L  ;2
84989;ZT0;46100;ROC BER 300    ;1
86776;ZT0;46100;PAC PI 620 X12 ;1
86776;ZT0;46100;MAL CAN X12 440;1
106411;ZT0;46100;HUA CAN X12 440;4
111845;ZT0;46100;HUA PI 620 X12 ;10
111845;ZT0;46100;PAC PIL 20L BAR;1
111845;ZT0;46100;PAC CAN X12 440;1
691725;ZT0;46100;PAC CAN X12 440;20
823082;ZT0;46100;PEP C 3 X6     ;3
823082;ZT0;46100;PAC PI 620 X12 ;20
835045;ZT0;46100;PAC 235 EVE NE ;3
835045;ZT0;46100;SERV BEES FLEX ;1
886122;ZT0;46100;PEP C 3 X6     ;1
886122;ZT0;46100;PEP BLA X6 3L  ;1
886122;ZT0;46100;PEP BLA X12 1L ;1
886122;ZT0;46100;PEP BLA 2L X6  ;1
887482;ZT0;46100;PEP C 3 X6     ;1
887482;ZT0;46100;PAC PI 620 X12 ;4
887482;ZT0;46100;PEP C 250 X12  ;2
887482;ZT0;46100;PAC CAN X12 440;4
887482;ZT0;46100;HUA PI 620 X12 ;1
896749;ZT0;46100;PEP C 500 X12  ;1
896749;ZT0;46100;PEP C 1 X12    ;2
896749;ZT0;46100;PEP C 2 X6     ;1
896749;ZT0;46100;PEP C 3 X6     ;2
896749;ZT0;46100;PEP BLA X6 3L  ;2
896749;ZT0;46100;PEP BLA 2L X6  ;1
904438;ZT0;46100;HUA PI 620 X12 ;5
909458;ZT0;46100;SEV L 3L X6SF  ;1
909458;ZT0;46100;PAC CAN X12 440;5
909458;ZT0;46100;MAL CAN X12 440;1
913717;ZT0;46100;PEP C 500 X12  ;1
913717;ZT0;46100;PEP C 2 X6     ;2
913717;ZT0;46100;PEP C 3 X6     ;2
913717;ZT0;46100;PEP BLA 2L X6  ;1
913717;ZT0;46100;PAC CAN X12 440;2
913717;ZT0;46100;BOC CAN X12 440;1
913717;ZT0;46100;GOL CAN X12 440;2
927344;ZT0;46100;PAC PI 620 X12 ;1
927344;ZT0;46100;MAL CAN X12 440;1
927344;ZT0;46100;ROC BER 300    ;1
33778;ZT0;46100;HUA PI 620 X12 ;10
34021;ZT0;46100;PEP C 1 X12    ;1
34021;ZT0;46100;PEP C 2 X6     ;1
34021;ZT0;46100;PEP BLA X12 1L ;1
34021;ZT0;46100;PAC CAN X12 440;1
36545;ZT0;46100;7UP LIM 1LX12SF;1
36545;ZT0;46100;PEP C 1 X12    ;1
36545;ZT0;46100;PEP C 250 X12  ;1
39666;ZT0;46100;PEP C 2 X6     ;2
39666;ZT0;46100;PEP C 250 X12  ;4
72020;ZT0;46100;PEP C 2 X6     ;1
72020;ZT0;46100;SEV L 2L X6S   ;1
83853;ZT0;46100;HUA PI 620 X12 ;4
95653;ZT0;46100;PEP C 2 X6     ;1
95653;ZT0;46100;PEP BLA X12 1L ;1
97902;ZT0;46100;HUA PI 620 X12 ;1
97902;ZT0;46100;PAC CAN X12 440;5
97902;ZT0;46100;HUA CAN X12 269;1
97902;ZT0;46100;GOL CAN X12 440;1
104133;ZT0;46100;PAC PI 620 X12 ;3
104133;ZT0;46100;HUA OW X24 300 ;2
104133;ZT0;46100;COR EXT X24 330;2
690197;ZT0;46100;PEP C 1 X12    ;1
690197;ZT0;46100;PEP C 3 X6     ;1
690197;ZT0;46100;PEP C 2 X6     ;1
690197;ZT0;46100;PEP C 250 X12  ;1
690334;ZT0;46100;HUA MIE X24 300;1
690397;ZT0;46100;PEP C 3 X6     ;1
690397;ZT0;46100;PEP C 250 X12  ;1
690398;ZT0;46100;PEP C 1 X12    ;1
690404;ZT0;46100;PEP C 1 X12    ;1
690404;ZT0;46100;PEP C 250 X12  ;1
690440;ZT0;46100;PEP C 1 X12    ;1
690440;ZT0;46100;PEP C 250 X12  ;1
691350;ZT0;46100;HUA PI 620 X12 ;5
691350;ZT0;46100;BOC CAN X12 440;2
691350;ZT0;46100;GOL CAN X12 440;1
691620;ZT0;46100;PEP C 1 X12    ;1
691620;ZT0;46100;PEP C 2 X6     ;1
691620;ZT0;46100;PEP C 3 X6     ;1
691620;ZT0;46100;ROCK 300 ENE   ;1
691674;ZT0;46100;PEP C 3 X6     ;1
868004;ZT0;46100;HUA OW X24 300 ;6
869677;ZT0;46100;HUA OW X24 300 ;1
869677;ZT0;46100;COR EXT X24 330;1
869677;ZT0;46100;HUA OW X24 300 ;1
869677;ZT0;46100;HUA OW X24 300 ;1
869996;ZT0;46100;ORI POM 3L X6  ;1
878375;ZT0;46100;HUA PI 620 X12 ;1
878375;ZT0;46100;PEP C 1 X12    ;1
878375;ZT0;46100;PAC PI 620 X12 ;2
878375;ZT0;46100;PAC PI 620 X12 ;2
878375;ZT0;46100;PAC CAN X12 440;1
878375;ZT0;46100;ROC BER 300    ;1
879646;ZT0;46100;HUA PI 620 X12 ;5
879646;ZT0;46100;PAC PI 620 X12 ;1
879646;ZT0;46100;PEP C 250 X12  ;1
881349;ZT0;46100;HUARI PIL 20L  ;2
884397;ZT0;46100;MAL M 620 X12  ;1
889283;ZT0;46100;HUA OW X24 300 ;1
902483;ZT0;46100;HUA PI 620 X12 ;4
905605;ZT0;46100;PEP C 250 X12  ;1
907504;ZT0;46100;PEP C 3 X6     ;1
907504;ZT0;46100;PEP C 250 X12  ;1
916470;ZT0;46100;PEP C 1 X12    ;2
916470;ZT0;46100;PEP C 2 X6     ;1
919872;ZT0;46100;PAC X12 330 EVE;8
919872;ZT0;46100;PEP C 1 X12    ;8
919872;ZT0;46100;PEP C 250 X12  ;15
921987;ZT0;46100;HUA PI 620 X12 ;7
924002;ZT0;46100;PEP C 2 X6     ;1
924002;ZT0;46100;PEP C 3 X6     ;1
924002;ZT0;46100;PAC CAN X12 440;2
924002;ZT0;46100;PEP C 1 X12    ;1
924016;ZT0;46100;PEP C 250 X12  ;1
34173;ZT4;46100;HUA PI 620 X12 ;5
40473;ZT4;46100;PAC CAN X12 440;10
49736;ZT4;46100;PEP C 3 X6     ;3
49736;ZT4;46100;PEP BLA X6 3L  ;2
49736;ZT4;46100;PAC CAN X12 440;5
49736;ZT4;46100;MAL CAN X12 440;1
68498;ZT4;46100;HUA PI 620 X12 ;10
68498;ZT4;46100;PAC PI 620 X12 ;10
77085;ZT4;46100;PEP C 1 X12    ;1
77085;ZT4;46100;PEP C 250 X12  ;1
77085;ZT4;46100;PEP C 250 X12  ;10
80965;ZT4;46100;PEP C 1 X12    ;2
85197;ZT4;46100;PAC PI 620 X12 ;12
106816;ZT4;46100;HUA PI 620 X12 ;5
816880;ZT4;46100;PAC PI 620 X12 ;5
816880;ZT4;46100;PEP C 250 X12  ;1
816880;ZT4;46100;GOL 620 ENV    ;1
826962;ZT4;46100;BOC CAN X12 440;2
826962;ZT4;46100;MAL CAN X12 440;1
826963;ZT4;46100;HUA PI 620 X12 ;5
836213;ZT4;46100;PEP BLA X6 3L  ;2
891122;ZT4;46100;PEP C 1 X12    ;1
891122;ZT4;46100;PEP C 3 X6     ;1
891122;ZT4;46100;PEP C 2 X6     ;1
902867;ZT4;46100;PEP C 3 X6     ;10
903322;ZT4;46100;MAL CAN X12 440;1
907231;ZT4;46100;PEP C 3 X6     ;1
907231;ZT4;46100;HUA MIE X24 300;1
909423;ZT4;46100;MAL M 620 X12  ;1
909423;ZT4;46100;PEP C 3 X6     ;1
909423;ZT4;46100;HUA PI 620 X12 ;1
909423;ZT4;46100;PEP C 1 X12    ;1
909423;ZT4;46100;PAC CAN X12 440;1
910507;ZT4;46100;HUA PI 620 X12 ;7
910507;ZT4;46100;HUA PI 620 X12 ;7
910507;ZT4;46100;PEP C 3 X6     ;1
912018;ZT4;46100;MAL CAN X12 440;1
912018;ZT4;46100;PEP C 3 X6     ;3
912018;ZT4;46100;PEP C 2 X6     ;1
915861;ZT4;46100;PEP C 1 X12    ;1
915861;ZT4;46100;PEP C 2 X6     ;1
915861;ZT4;46100;PEP C 250 X12  ;1
915861;ZT4;46100;PAC CAN X12 440;5
928101;ZT4;46100;PAC PI 620 X12 ;5
36541;ZT4;46100;PEP C 250 X12  ;1
36541;ZT4;46100;PAC PI 620 X12 ;4
36541;ZT4;46100;PAC PI 620 X12 ;3
40488;ZT4;46100;MAL M 620 X12  ;1
40488;ZT4;46100;PAC CAN X12 440;6
40488;ZT4;46100;BOC CAN X12 440;2
40488;ZT4;46100;MAL CAN X12 440;1
45367;ZT4;46100;PEP C 2 X6     ;1
78937;ZT4;46100;HUA PI 620 X12 ;5
